id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
181.0,2560.0,Becoming,Documentary,"may 6, 2020",89.0,6.8,English,Movie,The Nutty Professor II: The Klumps,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott",NA,"September 1, 2021",2000,PG-13,107 min,"Comedies, Romantic Movies","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",179.0,522.0,6329.0,Amadeus,1985.0,DIRECTING,Milos Forman,1.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
182.0,2577.0,All Day and a Night,Drama,"may 1, 2020",121.0,5.8,English,TV Show,Turning Point: 9/11 and the War on Terror,NA,NA,NA,"September 1, 2021",2021,TV-14,1 Season,Docuseries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",180.0,522.0,6344.0,Amadeus,1985.0,FILM EDITING,Nena Danevic. Michael Chandler,0.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
183.0,2588.0,Mrs. Serial Killer,Thriller,"may 1, 2020",106.0,4.8,Hindi,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.",United States,"September 1, 2021",2008,PG-13,114 min,Comedies,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",181.0,522.0,6354.0,Amadeus,1985.0,MAKEUP,Paul LeBlanc. Dick Smith,1.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
184.0,2598.0,Dangerous Lies,Thriller,"April 30, 2020",97.0,5.3,English,Movie,In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",United States,"August 31, 2021",1993,R,129 min,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,182.0,522.0,6370.0,Amadeus,1985.0,BEST PICTURE,Saul Zaentz. Producer,1.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
185.0,2602.0,Rich in Love,Romantic comedy,"April 30, 2020",105.0,5.8,Portuguese,TV Show,Sparking Joy,NA,Marie Kondo,United States,"August 31, 2021",2021,TV-PG,1 Season,Reality TV,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.",183.0,522.0,6381.0,Amadeus,1985.0,SOUND,Mark Berger. Tom Scott. Todd Boekelheide. Chris Newman,1.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
186.0,2605.0,A Secret Love,Documentary,"April 29, 2020",82.0,7.9,English,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",NA,NA,"August 31, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies","They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",184.0,522.0,6389.0,Amadeus,1985.0,WRITING (Screenplay Based on Material from Another Medium),Peter Shaffer,1.0,Miloš Forman,['Amadeus'. 'by Peter Shaffer'],['F. Murray Abraham'. 'Tom Hulce'. 'Elizabeth Berridge'. 'Simon Callow'. 'Roy Dotrice'. 'Christine Ebersole'. 'Jeffrey Jones'. 'Charles Kay'],Orion Pictures,$18 million,18.0,$90 million,90.0,8.3,88.0,93.0
187.0,2651.0,Time to Hunt,Thriller,"April 23, 2020",134.0,6.3,Korean,TV Show,Hometown Cha-Cha-Cha,NA,"Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk",NA,"August 29, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",185.0,30.0,10371.0,American Factory,2020.0,DOCUMENTARY (Feature),Steven Bognar. Julia Reichert and Jeff Reichert,1.0,['Steven Bognar'. 'Julia Reichert'],NA,NA,Netflix,NA,NA,NA,NA,7.4,86.0,96.0
188.0,2653.0,Circus of Books,Documentary,"April 22, 2020",92.0,7.1,English,TV Show,The Ingenuity of the Househusband,NA,Kenjiro Tsuda,NA,"August 29, 2021",2021,TV-G,1 Season,"International TV Shows, TV Comedies",A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,186.0,98.0,9697.0,American Sniper,2015.0,ACTOR IN A LEADING ROLE,Bradley Cooper,0.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
189.0,2657.0,The Willoughbys,Animation/Comedy/Adventure,"April 22, 2020",90.0,6.4,English,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",France,"August 28, 2021",2008,TV-MA,97 min,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",187.0,98.0,9746.0,American Sniper,2015.0,FILM EDITING,Joel Cox and Gary D. Roach,0.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
190.0,2669.0,Earth and Blood,Action,"April 17, 2020",80.0,4.9,French,TV Show,Bread Barbershop,NA,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",NA,"August 28, 2021",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",188.0,98.0,9769.0,American Sniper,2015.0,BEST PICTURE,Clint Eastwood. Robert Lorenz. Andrew Lazar. Bradley Cooper and Peter Morgan. Producers,0.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
191.0,2672.0,Rising High,Satire,"April 17, 2020",94.0,5.8,German,Movie,Thimmarusu,Sharan Koppisetty,"Satya Dev, Priyanka Jawalkar, Brahmaji",India,"August 28, 2021",2021,TV-14,125 min,"Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",189.0,98.0,9792.0,American Sniper,2015.0,SOUND EDITING,Alan Robert Murray and Bub Asman,1.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
192.0,2673.0,Sergio,Biopic,"April 17, 2020",118.0,6.1,English,Movie,Wind River,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene","United Kingdom, Canada, United States","August 28, 2021",2017,R,107 min,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,190.0,98.0,9797.0,American Sniper,2015.0,SOUND MIXING,John Reitz. Gregg Rudloff and Walt Martin,0.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
193.0,2694.0,Love Wedding Repeat,Romantic comedy,"April 10, 2020",100.0,5.5,English,Movie,C Kkompany,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra",India,"August 27, 2021",2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",191.0,98.0,9807.0,American Sniper,2015.0,WRITING (Adapted Screenplay),Written by Jason Hall,0.0,Clint Eastwood,['American Sniper'. 'by'. 'Chris Kyle'. 'Scott McEwen'. 'Jim DeFelice'],['Bradley Cooper'. 'Sienna Miller'],Warner Bros. Pictures,$59 million,59.0,$547.4 million,547.4,7.3,72.0,72.0
194.0,2696.0,The Main Event,Comedy,"April 10, 2020",101.0,4.8,English,TV Show,D.P.,NA,"Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku",South Korea,"August 27, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas",A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,192.0,130.0,9454.0,Amour,2013.0,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,0.0,Michael Haneke,NA,['Jean-Louis Trintignant'. 'Emmanuelle Riva'. 'Isabelle Huppert'],['Les Films du Losange'. 'X-Verleih'. 'Filmladen'],$ 8.9 million,8.9,$29.9 million,29.9,7.9,94.0,93.0
195.0,2698.0,Tigertail,Drama,"April 10, 2020",91.0,6.5,English/Taiwanese/Mandarin,TV Show,Deadly Sins,NA,"Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal",NA,"August 27, 2021",2002,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.,193.0,130.0,9477.0,Amour,2013.0,DIRECTING,Michael Haneke,0.0,Michael Haneke,NA,['Jean-Louis Trintignant'. 'Emmanuelle Riva'. 'Isabelle Huppert'],['Les Films du Losange'. 'X-Verleih'. 'Filmladen'],$ 8.9 million,8.9,$29.9 million,29.9,7.9,94.0,93.0
196.0,2710.0,Coffee & Kareem,Action comedy,"April 3, 2020",88.0,5.1,English,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda",India,"August 27, 2021",2008,TV-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,194.0,130.0,9497.0,Amour,2013.0,FOREIGN LANGUAGE FILM,Austria,1.0,Michael Haneke,NA,['Jean-Louis Trintignant'. 'Emmanuelle Riva'. 'Isabelle Huppert'],['Les Films du Losange'. 'X-Verleih'. 'Filmladen'],$ 8.9 million,8.9,$29.9 million,29.9,7.9,94.0,93.0
197.0,2714.0,Sol Levante,Anime / Short,"April 2, 2020",4.0,4.7,English,Movie,He's All That,Mark Waters,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian",NA,"August 27, 2021",2021,TV-14,92 min,"Comedies, Romantic Movies","An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",195.0,130.0,9515.0,Amour,2013.0,BEST PICTURE,Margaret Menegoz. Stefan Arndt. Veit Heiduschka and Michael Katz. Producers,0.0,Michael Haneke,NA,['Jean-Louis Trintignant'. 'Emmanuelle Riva'. 'Isabelle Huppert'],['Les Films du Losange'. 'X-Verleih'. 'Filmladen'],$ 8.9 million,8.9,$29.9 million,29.9,7.9,94.0,93.0
198.0,2767.0,Maska,Romantic comedy,"March 27, 2020",111.0,5.9,Hindi,TV Show,I Heart Arlo,NA,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea",NA,"August 27, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.,196.0,130.0,9559.0,Amour,2013.0,WRITING (Original Screenplay),Written by Michael Haneke,0.0,Michael Haneke,NA,['Jean-Louis Trintignant'. 'Emmanuelle Riva'. 'Isabelle Huppert'],['Les Films du Losange'. 'X-Verleih'. 'Filmladen'],$ 8.9 million,8.9,$29.9 million,29.9,7.9,94.0,93.0
199.0,2769.0,The Decline,Thriller,"March 27, 2020",83.0,5.9,French,Movie,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",India,"August 27, 2021",2006,TV-14,135 min,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",197.0,88.0,3183.0,Amy,1957.0,ART DIRECTION (Color),Art Direction: James W. Sullivan. Ken Adam. Set Decoration: Ross J. Dowd,0.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
200.0,2772.0,Uncorked,Drama,"March 27, 2020",103.0,6.3,English,Movie,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",India,"August 27, 2021",2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,198.0,88.0,3193.0,Amy,1957.0,CINEMATOGRAPHY (Color),Lionel Lindon,1.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
201.0,2782.0,The Occupant,Thriller,"March 25, 2020",103.0,6.4,Spanish,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu","Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra",India,"August 27, 2021",2003,TV-14,136 min,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",199.0,88.0,3203.0,Amy,1957.0,COSTUME DESIGN (Color),Miles White,0.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
202.0,2787.0,A Life of Speed: The Juan Manuel Fangio Story,Documentary,"March 20, 2020",92.0,6.8,Spanish,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean",India,"August 27, 2021",2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",200.0,88.0,3208.0,Amy,1957.0,DIRECTING,Michael Anderson,0.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
203.0,2797.0,Ultras,Sports film,"March 20, 2020",108.0,5.9,Italian,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla",India,"August 27, 2021",2016,TV-MA,124 min,"Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",201.0,88.0,3221.0,Amy,1957.0,FILM EDITING,Gene Ruggiero. Paul Weatherwax,1.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
204.0,2800.0,Altered Carbon: Resleeved,Anime/Science fiction,"March 19, 2020",74.0,6.5,Japanese,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave",India,"August 27, 2021",2012,TV-MA,136 min,"Comedies, International Movies",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,202.0,88.0,3232.0,Amy,1957.0,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,1.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
205.0,2823.0,Lost Girls,Crime drama,"March 13, 2020",95.0,6.1,English,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl",India,"August 27, 2021",2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,203.0,88.0,3246.0,Amy,1957.0,BEST MOTION PICTURE,Michael Todd. Producer,1.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
206.0,2831.0,Sitara: Let Girls Dream,Animation / Short,"March 8, 2020",15.0,7.3,English,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,"Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri",India,"August 27, 2021",2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,204.0,88.0,3273.0,Amy,1957.0,WRITING (Screenplay--Adapted),James Poe. John Farrow. S.J. Perelman,1.0,Michael Anderson,NA,NA,NA,NA,NA,NA,NA,7.8,85.0,95.0
207.0,2834.0,Guilty,Thriller,"March 6, 2020",119.0,5.4,Hindi,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",India,"August 27, 2021",2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,205.0,88.0,9861.0,Amy,2016.0,DOCUMENTARY (Feature),Asif Kapadia and James Gay-Rees,1.0,Asif Kapadia,NA,Amy Winehouse,Altitude Film Distribution,$3.4 million,3.4,$23.7 million,23.7,7.8,85.0,95.0
208.0,2837.0,Spenser Confidential,Action comedy,"March 6, 2020",111.0,6.2,English,Movie,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill",India,"August 27, 2021",2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",206.0,798.0,2552.0,An American in Paris,1952.0,ART DIRECTION (Color),Art Direction: Cedric Gibbons. Preston Ames. Set Decoration: Edwin B. Willis. Keogh Gleason,1.0,Vincente Minnelli,NA,['Gene Kelly'. 'Leslie Caron'. 'Oscar Levant'. 'Georges Guétary'. 'Nina Foch'],Loew's Inc.,$2.7 million,2.7,$7 million,7.0,7.2,83.0,96.0
